segment,conversion,spend,uplift_score,p_treatment,p_control
Womens E-Mail,0,0.0,0.009680076198395459,0.026517852319346228,0.01683777612095077
Womens E-Mail,0,0.0,0.005262774236832425,0.01419836352050395,0.008935589283671524
No E-Mail,0,0.0,0.00618771867322334,0.008868479806756018,0.0026807611335326787
Mens E-Mail,0,0.0,0.007221790927816083,0.01155808375639734,0.004336292828581258
No E-Mail,0,0.0,0.00522603637191222,0.006849089909019104,0.0016230535371068839
Mens E-Mail,0,0.0,0.005853262168035555,0.007906953440924168,0.0020536912728886135
Womens E-Mail,0,0.0,0.006549005905304872,0.008794420207768446,0.0022454143024635735
No E-Mail,0,0.0,0.005523542141671667,0.011417884932455892,0.005894342790784225
Mens E-Mail,0,0.0,0.013051199348696703,0.027648790788383584,0.01459759143968688
Womens E-Mail,0,0.0,0.0053543982648836495,0.008261588647016913,0.002907190382133263
Mens E-Mail,0,0.0,0.004352649606715773,0.015084802725856517,0.010732153119140744
No E-Mail,0,0.0,0.005602708084472576,0.00831239241166295,0.002709684327190374
Womens E-Mail,0,0.0,0.004979883209272939,0.006287028267045504,0.0013071450577725647
No E-Mail,0,0.0,0.007056181627492305,0.014182875138100593,0.007126693510608287
No E-Mail,0,0.0,0.013490254915023744,0.02876595561696938,0.015275700701945637
Mens E-Mail,0,0.0,0.005950962030989902,0.008641332809330302,0.0026903707783404005
Mens E-Mail,0,0.0,0.005736806456235276,0.014593934385708798,0.008857127929473522
Mens E-Mail,0,0.0,0.005851846573231666,0.008955449131611885,0.0031036025583802192
No E-Mail,0,0.0,0.00498754034003919,0.013395409230619377,0.008407868890580187
No E-Mail,0,0.0,0.004161084062927551,0.015514188658560853,0.011353104595633302
No E-Mail,0,0.0,0.005192518793617002,0.017232263183605295,0.012039744389988293
Womens E-Mail,0,0.0,0.005324322029083265,0.0073224263362357414,0.0019981043071524763
Womens E-Mail,0,0.0,0.004662582297507963,0.005720957522086749,0.0010583752245787864
No E-Mail,0,0.0,0.0059566547923003525,0.009378332903478231,0.0034216781111778786
No E-Mail,0,0.0,0.006777958444627944,0.009560288172389917,0.0027823297277619723
Womens E-Mail,0,0.0,0.006170723105135133,0.013021912466618196,0.006851189361483063
Womens E-Mail,0,0.0,0.006539132805071674,0.014418719388271556,0.007879586583199882
No E-Mail,0,0.0,0.00557956538070757,0.007251115676848172,0.0016715502961406014
Womens E-Mail,0,0.0,0.004737070322013431,0.013406054111063373,0.008668983789049942
No E-Mail,0,0.0,0.00910477777725982,0.01694861799422863,0.007843840216968809
Mens E-Mail,0,0.0,0.005475814981339467,0.007099293860633271,0.001623478879293804
No E-Mail,0,0.0,0.005607108048457748,0.009226994966655694,0.0036198869181979457
Womens E-Mail,0,0.0,0.006198473360386846,0.008895052683603813,0.0026965793232169672
Womens E-Mail,0,0.0,0.005817579889885186,0.008547534698861483,0.0027299548089762967
Womens E-Mail,0,0.0,0.01612423867277933,0.025956917601904713,0.00983267892912538
Womens E-Mail,0,0.0,0.004016881818948971,0.013475709196459188,0.009458827377510217
No E-Mail,0,0.0,0.006245211223311165,0.010124349411340617,0.0038791381880294517
Womens E-Mail,0,0.0,0.005109860428144035,0.01439129187244843,0.009281431444304395
Mens E-Mail,0,0.0,0.0070632044170436245,0.014871344583117604,0.00780814016607398
No E-Mail,0,0.0,0.0068429557728785055,0.013537156391988636,0.00669420061911013
Mens E-Mail,0,0.0,0.0053767538849490626,0.009925744399825213,0.0045489905148761505
No E-Mail,0,0.0,0.005718817519069148,0.011649103463705438,0.00593028594463629
No E-Mail,0,0.0,0.005328995768630495,0.006926289382761749,0.0015972936141312542
No E-Mail,0,0.0,0.008200160019092757,0.012531059030244662,0.004330899011151905
Womens E-Mail,0,0.0,0.0054177802380982,0.009317623040208577,0.0038998428021103774
No E-Mail,0,0.0,0.006100163848806671,0.007807856988723464,0.001707693139916793
Mens E-Mail,0,0.0,0.0055719267064272895,0.014520921993738346,0.008948995287311056
No E-Mail,0,0.0,0.005566004498349309,0.010975802289189615,0.005409797790840306
Womens E-Mail,0,0.0,0.009264880632134848,0.014940124955444884,0.005675244323310035
No E-Mail,0,0.0,0.005301787460596313,0.013870314380063425,0.008568526919467112
No E-Mail,0,0.0,0.012040719634428557,0.027739712418910222,0.015698992784481666
No E-Mail,0,0.0,0.005903578097254979,0.007573098231066866,0.0016695201338118866
Mens E-Mail,0,0.0,0.004586463907340221,0.015917431654248672,0.01133096774690845
Womens E-Mail,0,0.0,0.005214156506696246,0.006757392063699119,0.0015432355570028729
No E-Mail,0,0.0,0.005616071962914357,0.0077260671680101185,0.0021099952050957615
No E-Mail,0,0.0,0.005923858558055187,0.008468356047951124,0.002544497489895937
Mens E-Mail,0,0.0,0.005719200553238548,0.007640046830309172,0.0019208462770706244
Mens E-Mail,0,0.0,0.004731426365569891,0.017869994103659206,0.013138567738089316
Womens E-Mail,0,0.0,0.005585307412891628,0.007259534893594558,0.00167422748070293
Womens E-Mail,0,0.0,0.005996365962059922,0.009263311577055526,0.003266945614995604
No E-Mail,0,0.0,0.013243167230570842,0.01660776758369451,0.0033646003531236667
Mens E-Mail,0,0.0,0.020249434928724865,0.033500891569468186,0.013251456640743323
Mens E-Mail,0,0.0,0.007461108628254478,0.012259345123749169,0.00479823649549469
Womens E-Mail,0,0.0,0.004932190001351696,0.014472304440553663,0.009540114439201967
Mens E-Mail,0,0.0,0.00523005388143816,0.006780601463119892,0.0015505475816817327
Mens E-Mail,0,0.0,0.003931873716304235,0.017688077970594802,0.013756204254290567
Mens E-Mail,0,0.0,0.006226139897776144,0.00939993983555098,0.0031737999377748362
Womens E-Mail,0,0.0,0.0052623165115815275,0.011106243335643211,0.005843926824061684
Womens E-Mail,0,0.0,0.005421406516038637,0.0127860762296174,0.007364669713578763
No E-Mail,0,0.0,0.005478603105566282,0.010437287922229218,0.004958684816662937
No E-Mail,0,0.0,0.005748923186914131,0.008963662335347239,0.0032147391484331077
Mens E-Mail,0,0.0,0.004313890903673722,0.013579209737816858,0.009265318834143136
Womens E-Mail,0,0.0,0.00631748974024576,0.010687310268784696,0.0043698205285389365
Mens E-Mail,0,0.0,0.006079848627849751,0.010014243384794617,0.003934394756944866
Mens E-Mail,0,0.0,0.00601397495253405,0.011249555265278035,0.005235580312743985
No E-Mail,0,0.0,0.006470616230337566,0.009739356904050452,0.003268740673712886
Mens E-Mail,0,0.0,0.005268665820202667,0.00698176077206329,0.0017130949518606232
No E-Mail,0,0.0,0.005418007232718409,0.012755636245224699,0.00733762901250629
No E-Mail,0,0.0,0.004953006804792191,0.017231722644595625,0.012278715839803434
Mens E-Mail,0,0.0,0.007262453686655656,0.013190668751602927,0.00592821506494727
Mens E-Mail,0,0.0,0.00656295120054174,0.009029562651088287,0.0024666114505465463
Womens E-Mail,0,0.0,0.007153135857142472,0.013174945165802521,0.006021809308660049
Mens E-Mail,0,0.0,0.006004113657483212,0.01027475637276209,0.004270642715278878
Womens E-Mail,0,0.0,0.0057134890894673844,0.008867033688278798,0.003153544598811414
Womens E-Mail,0,0.0,0.00650350626910946,0.012462488006526256,0.005958981737416796
Womens E-Mail,0,0.0,0.006006859132604046,0.012954924607310014,0.006948065474705969
Womens E-Mail,0,0.0,0.0058724580067665184,0.008905879182093446,0.0030334211753269284
Womens E-Mail,0,0.0,0.004055756539231384,0.01454887516284271,0.010493118623611327
No E-Mail,0,0.0,0.005485269530889219,0.007001512893049564,0.001516243362160345
No E-Mail,0,0.0,0.0054231368766356645,0.007980091738741701,0.002556954862106037
Womens E-Mail,0,0.0,0.006007419941880848,0.009839003141727977,0.0038315831998471292
Womens E-Mail,0,0.0,0.0057969561618256005,0.013532247307154523,0.0077352911453289225
Mens E-Mail,0,0.0,0.013043924250322313,0.019427337006351162,0.006383412756028849
No E-Mail,0,0.0,0.004852445296709534,0.006139740035377089,0.0012872947386675547
Mens E-Mail,0,0.0,0.005709513038457895,0.009855682327498493,0.004146169289040598
No E-Mail,0,0.0,0.007509767040247002,0.01307356359233206,0.005563796552085058
No E-Mail,0,0.0,0.006538804684120323,0.010732787824625317,0.004193983140504993
Womens E-Mail,0,0.0,0.0051804057982550045,0.015076247250202004,0.009895841451947
Mens E-Mail,0,0.0,0.006486690978754536,0.008839968360046926,0.002353277381292391
Womens E-Mail,0,0.0,0.005898375149732645,0.009721996468833344,0.003823621319100699
No E-Mail,0,0.0,0.006843085981878142,0.011499906178764006,0.004656820196885864
No E-Mail,0,0.0,0.006072699036409748,0.010414188772856948,0.0043414897364472006
Mens E-Mail,0,0.0,0.006887641840045234,0.013963669593451458,0.007076027753406224
No E-Mail,0,0.0,0.006101963951713439,0.011812125525745844,0.005710161574032405
Mens E-Mail,0,0.0,0.011159918594012832,0.013582979465876886,0.002423060871864054
Mens E-Mail,0,0.0,0.0060978129633359815,0.011714791025194654,0.005616978061858673
No E-Mail,0,0.0,0.0018660653611738132,0.02089727552298126,0.019031210161807446
No E-Mail,0,0.0,0.005109101689283341,0.0069276647350623175,0.0018185630457789768
No E-Mail,0,0.0,0.0053978906209549635,0.012116012287561944,0.00671812166660698
Mens E-Mail,0,0.0,0.006344376672340227,0.009606711792882562,0.003262335120542335
No E-Mail,0,0.0,0.005746664912417028,0.009139541181882703,0.0033928762694656746
Mens E-Mail,0,0.0,0.005836078806957492,0.009239397474148934,0.0034033186671914416
Womens E-Mail,0,0.0,0.005624369512750775,0.01487994882996792,0.009255579317217145
No E-Mail,0,0.0,0.005519690294322223,0.007577572558122718,0.002057882263800495
Womens E-Mail,0,0.0,0.006247282968352843,0.009228392394548077,0.0029811094261952336
No E-Mail,0,0.0,0.006057378010696313,0.01119899467750766,0.0051416166668113465
Womens E-Mail,0,0.0,0.005650646348098266,0.009757341535654619,0.004106695187556353
Mens E-Mail,0,0.0,0.00862098972293716,0.014419619168314211,0.00579862944537705
Womens E-Mail,0,0.0,0.005809337609981195,0.008692552712042534,0.002883215102061338
Mens E-Mail,0,0.0,0.005324725231089542,0.01485797802033485,0.009533252789245307
Mens E-Mail,0,0.0,0.01629106201943647,0.02438633941675612,0.008095277397319653
Womens E-Mail,0,0.0,0.007248217517302876,0.009580696634639401,0.002332479117336525
Womens E-Mail,0,0.0,0.00223871263083383,0.01705614126704981,0.01481742863621598
Mens E-Mail,0,0.0,0.005869062463236789,0.00762447498226101,0.0017554125190242214
Womens E-Mail,0,0.0,0.005850205225594855,0.012316487583745045,0.0064662823581501895
Mens E-Mail,0,0.0,0.005018836830878809,0.013779338101268543,0.008760501270389734
No E-Mail,0,0.0,0.004534588684003887,0.01250542284350995,0.007970834159506062
Mens E-Mail,0,0.0,0.005216856277263009,0.006718170274366377,0.0015013139971033678
Womens E-Mail,0,0.0,0.006352555060600677,0.016774182785411373,0.010421627724810697
Mens E-Mail,0,0.0,0.0054771779141887834,0.014029199030919252,0.008552021116730469
Mens E-Mail,0,0.0,0.005005140974220423,0.006521596772874973,0.00151645579865455
Mens E-Mail,0,0.0,0.0054833127818130906,0.011656012151775435,0.006172699369962344
Mens E-Mail,0,0.0,0.00854603270933392,0.014107393483053322,0.005561360773719403
Mens E-Mail,0,0.0,0.005199965681299408,0.006883541254305264,0.0016835755730058555
Mens E-Mail,0,0.0,0.005703895211322286,0.008262092234469132,0.0025581970231468463
Mens E-Mail,0,0.0,0.005258779585360425,0.006892522311407578,0.0016337427260471535
Mens E-Mail,0,0.0,0.004874978558726014,0.013323861720534395,0.008448883161808382
Womens E-Mail,0,0.0,0.024719335841795045,0.03935861079247409,0.014639274950679045
No E-Mail,0,0.0,0.010358597496541711,0.013151967038415873,0.002793369541874163
Mens E-Mail,0,0.0,0.005421415397247144,0.007977007833349412,0.002555592436102268
Womens E-Mail,0,0.0,0.005478603105566282,0.010437287922229218,0.004958684816662937
Mens E-Mail,0,0.0,0.006341083240642462,0.010596006159134305,0.004254922918491843
Mens E-Mail,0,0.0,0.005464766982800039,0.013861355772458525,0.008396588789658486
Womens E-Mail,0,0.0,0.0057397292759490855,0.008189943370717512,0.0024502140947684267
No E-Mail,0,0.0,0.010405856762412017,0.018713548142157956,0.008307691379745939
No E-Mail,0,0.0,0.0055729512480595855,0.007285623151739719,0.0017126719036801331
Womens E-Mail,0,0.0,0.006263522780135529,0.012305202417203068,0.00604167963706754
No E-Mail,0,0.0,0.02109747805751582,0.0357561961372813,0.01465871807976548
Womens E-Mail,0,0.0,0.005760257653398149,0.009327170987979356,0.0035669133345812057
No E-Mail,0,0.0,0.012865848992374116,0.020547344019961125,0.00768149502758701
Mens E-Mail,0,0.0,0.005553599474150246,0.007138040379857694,0.0015844409057074475
Mens E-Mail,0,0.0,0.007177084110096471,0.013233549741441612,0.006056465631345141
No E-Mail,0,0.0,0.008628446547179324,0.015444182946890055,0.006815736399710731
Mens E-Mail,0,0.0,0.005762648725829078,0.008040967463620447,0.0022783187377913698
Womens E-Mail,0,0.0,0.005920084635741568,0.007701369540343053,0.0017812849046014855
Mens E-Mail,0,0.0,0.00820078057140023,0.015649490971317077,0.007448710399916846
No E-Mail,0,0.0,0.014667912484098013,0.021263489491996884,0.006595577007898871
Mens E-Mail,0,0.0,0.013206862085972645,0.019127591079619186,0.005920728993646541
No E-Mail,0,0.0,0.005133741763591345,0.0064474819139202595,0.0013137401503289137
Mens E-Mail,0,0.0,0.005923264565600087,0.008798472274649041,0.002875207709048954
Mens E-Mail,0,0.0,0.005145816708927372,0.006464276434491637,0.0013184597255642653
Womens E-Mail,0,0.0,0.004862419596433797,0.005993259485126928,0.001130839888693131
Womens E-Mail,0,0.0,0.00554505265669991,0.007518679362272272,0.0019736267055723623
No E-Mail,0,0.0,0.006512812030389124,0.013324938520099514,0.006812126489710389
No E-Mail,0,0.0,0.006260362428460848,0.010242187355858478,0.00398182492739763
No E-Mail,0,0.0,0.006567009780182184,0.011272150246163279,0.004705140465981095
Womens E-Mail,0,0.0,0.006583363597584806,0.01131077690094104,0.004727413303356234
Womens E-Mail,0,0.0,0.006095776637468726,0.00978990585760541,0.0036941292201366845
No E-Mail,0,0.0,0.006582083019415484,0.010653149016911306,0.0040710659974958225
Womens E-Mail,0,0.0,0.00434487856358862,0.017882511477000276,0.013537632913411656
No E-Mail,0,0.0,0.006861763892511721,0.009787056032261744,0.002925292139750023
No E-Mail,0,0.0,0.006299067889238218,0.012916889230401308,0.00661782134116309
No E-Mail,0,0.0,0.005609028386145287,0.011726886426333077,0.00611785804018779
Mens E-Mail,0,0.0,0.005300928434833591,0.006844670726318588,0.0015437422914849975
No E-Mail,0,0.0,0.0062431115325942855,0.009748490569169248,0.0035053790365749634
Mens E-Mail,0,0.0,0.019785214739708602,0.03246869888930002,0.01268348414959142
No E-Mail,0,0.0,0.005962634088639281,0.009698624128632838,0.003735990039993557
Mens E-Mail,0,0.0,0.005824185550396807,0.011483197120313848,0.005659011569917041
No E-Mail,0,0.0,0.006273312789781693,0.010008097538031144,0.003734784748249452
Womens E-Mail,0,0.0,0.006310066043801188,0.010324365236769228,0.00401429919296804
Mens E-Mail,0,0.0,0.006813196467637776,0.011038203083132294,0.004225006615494518
Mens E-Mail,0,0.0,0.003813085577957896,0.01574344639325754,0.011930360815299643
Womens E-Mail,0,0.0,0.011710227305110009,0.02513343996135217,0.01342321265624216
Mens E-Mail,0,0.0,0.0059217957484161785,0.010969673395775249,0.00504787764735907
No E-Mail,0,0.0,0.005086335964190424,0.006296884039628829,0.0012105480754384054
No E-Mail,0,0.0,0.00558933399997154,0.009433881450499768,0.0038445474505282274
No E-Mail,0,0.0,0.011210097693103327,0.01381602940356023,0.002605931710456903
Mens E-Mail,0,0.0,0.005165036945010363,0.007266899979452673,0.0021018630344423104
No E-Mail,0,0.0,0.006056814405433698,0.009258372753321977,0.0032015583478882796
No E-Mail,0,0.0,0.006043688358170381,0.010903812764263192,0.004860124406092811
Womens E-Mail,0,0.0,0.011020832145511172,0.013736137085949545,0.0027153049404383726
Womens E-Mail,0,0.0,0.005557214587353655,0.0073928872182158585,0.001835672630862204
Mens E-Mail,0,0.0,0.005790828761130178,0.007697468222707446,0.001906639461577269
Mens E-Mail,0,0.0,0.00601569300280279,0.009877873453488301,0.0038621804506855113
Mens E-Mail,0,0.0,0.005200150883904232,0.006981228746464769,0.0017810778625605378
No E-Mail,0,0.0,0.005146526032711398,0.006621224780379169,0.0014746987476677706
Womens E-Mail,0,0.0,0.006651785628079866,0.008914167844343204,0.002262382216263338
Womens E-Mail,0,0.0,0.005264969515463384,0.007027674729385861,0.001762705213922477
No E-Mail,0,0.0,0.015960977324378352,0.022877657791786014,0.0069166804674076635
No E-Mail,0,0.0,0.005606334303254923,0.012176086942602854,0.006569752639347931
Mens E-Mail,0,0.0,0.005332097307921257,0.012362426450236583,0.007030329142315326
Mens E-Mail,0,0.0,0.006046616953826902,0.009671400487788313,0.0036247835339614106
Womens E-Mail,0,0.0,0.005872910409019357,0.008504826574593657,0.0026319161655743006
Mens E-Mail,0,0.0,0.005926507813668412,0.00889755512846414,0.0029710473147957278
No E-Mail,0,0.0,0.006592585785802266,0.012082221186855391,0.005489635401053125
Mens E-Mail,0,0.0,0.005418834756230335,0.006881904456939997,0.0014630697007096613
No E-Mail,0,0.0,0.005620350480543244,0.014381271734491347,0.008760921253948104
Womens E-Mail,0,0.0,0.005707674365011213,0.00778025394772287,0.002072579582711656
No E-Mail,0,0.0,0.005921795830090384,0.009536341126484604,0.0036145452963942198
Mens E-Mail,0,0.0,0.006208191098985448,0.010141372132373032,0.0039331810333875835
Mens E-Mail,0,0.0,0.005125031538444622,0.006529230698583205,0.0014041991601385828
Mens E-Mail,0,0.0,0.006621279328979769,0.01281989036054859,0.006198611031568821
Mens E-Mail,0,0.0,0.005420615767099988,0.007764803559793994,0.0023441877926940065
Mens E-Mail,0,0.0,0.005460193856715931,0.007167775353755564,0.001707581497039633
Mens E-Mail,0,0.0,0.006454118105827047,0.0123178344554309,0.0058637163496038525
Mens E-Mail,0,0.0,0.0032910403723709417,0.01726925632334469,0.01397821595097375
Womens E-Mail,0,0.0,0.005994032876755363,0.01056150869625726,0.0045674758195018966
No E-Mail,0,0.0,0.006113785442842729,0.012581324435583597,0.006467538992740868
No E-Mail,0,0.0,0.01782822408472515,0.02523033848660035,0.007402114401875198
No E-Mail,0,0.0,0.006109798174643647,0.00887336630733132,0.0027635681326876734
Mens E-Mail,0,0.0,0.006222736457197432,0.01030931958003221,0.004086583122834778
No E-Mail,0,0.0,0.0061030469116395945,0.008814864981391612,0.0027118180697520175
Mens E-Mail,0,0.0,0.0057220235199905035,0.008532075177512248,0.0028100516575217446
Mens E-Mail,0,0.0,0.009014480420936555,0.01612643190460188,0.007111951483665326
Womens E-Mail,0,0.0,0.0038513000400787843,0.01451217181417346,0.010660871774094676
Womens E-Mail,0,0.0,0.006211432347089197,0.008655310079855821,0.0024438777327666235
Womens E-Mail,0,0.0,0.004598890004680077,0.005635559947920992,0.0010366699432409149
Womens E-Mail,0,0.0,0.004940584608509064,0.016558772486822717,0.011618187878313653
Mens E-Mail,0,0.0,0.00641321889537996,0.008995217985675045,0.0025819990902950845
Womens E-Mail,0,0.0,0.006213372177782238,0.010022445789068534,0.0038090736112862964
Womens E-Mail,0,0.0,0.005858346596784842,0.0097564958980339,0.0038981493012490574
Womens E-Mail,0,0.0,0.005523427957733633,0.007168896738210905,0.0016454687804772718
Womens E-Mail,0,0.0,0.006425082193000353,0.012822818938827352,0.006397736745826999
Mens E-Mail,0,0.0,0.005533857566510447,0.00906800776003051,0.0035341501935200635
Womens E-Mail,0,0.0,0.006196285322388381,0.011614707244225937,0.005418421921837556
No E-Mail,0,0.0,0.004438668622103088,0.013128751184029631,0.008690082561926544
Mens E-Mail,0,0.0,0.006998260481259061,0.012946390795761879,0.005948130314502817
Mens E-Mail,0,0.0,0.0177112512318717,0.02764146684309038,0.009930215611218677
Womens E-Mail,0,0.0,0.005301880708098997,0.01125129874513979,0.005949418037040793
No E-Mail,0,0.0,0.00532242691010012,0.00735811935130643,0.00203569244120631
Womens E-Mail,0,0.0,0.005013437128228034,0.006297850183554035,0.0012844130553260004
Womens E-Mail,0,0.0,0.0051620040939664704,0.007040575074389639,0.0018785709804231684
No E-Mail,0,0.0,0.0055998778542357104,0.0071387864130546515,0.001538908558818941
Womens E-Mail,0,0.0,0.00565266108380459,0.010044265512957798,0.004391604429153208
Womens E-Mail,0,0.0,0.005648118255459092,0.00784719368741386,0.0021990754319547684
No E-Mail,0,0.0,0.005912530974556245,0.011259519259929606,0.005346988285373362
Mens E-Mail,0,0.0,0.004766373516488046,0.005793835883737932,0.0010274623672498861
Mens E-Mail,0,0.0,0.007413219548333233,0.013394835131463348,0.0059816155831301145
No E-Mail,0,0.0,0.006368992348640517,0.011801254453468014,0.005432262104827497
No E-Mail,0,0.0,0.006566162661188723,0.01077619909226601,0.004210036431077286
Womens E-Mail,0,0.0,0.007248002827360897,0.012499334384232078,0.005251331556871181
Mens E-Mail,0,0.0,0.006493749883933456,0.011011574776868975,0.004517824892935519
Mens E-Mail,0,0.0,0.005145554095757926,0.016241742762800732,0.011096188667042806
Womens E-Mail,0,0.0,0.0057912042851465595,0.012385081938133136,0.006593877652986577
Womens E-Mail,0,0.0,0.005610566884167556,0.018754896511564374,0.013144329627396818
Mens E-Mail,0,0.0,0.00627541690117447,0.010594837712270221,0.004319420811095751
Womens E-Mail,0,0.0,0.006225352873714791,0.010804653602343619,0.004579300728628828
No E-Mail,0,0.0,0.00566374380840719,0.01131609856518257,0.005652354756775379
No E-Mail,0,0.0,0.005402752857805683,0.007240040721465664,0.001837287863659981
Mens E-Mail,0,0.0,0.005824830467530116,0.011817115982334224,0.005992285514804108
No E-Mail,0,0.0,0.00580311237875785,0.013283283205175883,0.007480170826418033
Mens E-Mail,0,0.0,0.006209837332749715,0.013415212846372251,0.007205375513622536
No E-Mail,0,0.0,0.00587636022358152,0.013899944852362235,0.008023584628780715
Mens E-Mail,0,0.0,0.006714965348874047,0.013328919593824439,0.0066139542449503924
Womens E-Mail,0,0.0,0.0055989175479286574,0.014727748368860016,0.009128830820931359
No E-Mail,0,0.0,0.005423546403602007,0.006951030927885367,0.0015274845242833597
Womens E-Mail,0,0.0,0.011327280115971882,0.025008290835675226,0.013681010719703344
No E-Mail,0,0.0,0.012375548908455054,0.01566636286937783,0.003290813960922775
Mens E-Mail,0,0.0,0.005433867692937387,0.007343675703699772,0.0019098080107623847
Womens E-Mail,0,0.0,0.014650105091070224,0.02353101142022801,0.008880906329157785
Mens E-Mail,1,33.32,0.0073274273436597275,0.012891637183952821,0.0055642098402930934
Womens E-Mail,0,0.0,0.013530278746923826,0.021223243151335648,0.007692964404411822
No E-Mail,0,0.0,0.005713967842959763,0.01781077280370822,0.012096804960748457
No E-Mail,0,0.0,0.005090309203643316,0.006688722710281188,0.0015984135066378722
Womens E-Mail,0,0.0,0.006645315920265396,0.011235495039331994,0.004590179119066598
Mens E-Mail,0,0.0,0.0062814829414335645,0.010940331371777004,0.00465884843034344
No E-Mail,0,0.0,0.0057573931909210944,0.009057992888656372,0.003300599697735277
Mens E-Mail,0,0.0,0.006287839637536231,0.008553876939372427,0.002266037301836196
Mens E-Mail,0,0.0,0.006590222884332785,0.014331430922423082,0.007741208038090297
Womens E-Mail,0,0.0,0.02363910675912445,0.03858243146626052,0.014943324707136068
Womens E-Mail,0,0.0,0.006166381953509426,0.010346971628135665,0.004180589674626239
No E-Mail,0,0.0,0.006293072146197525,0.01046150077831633,0.004168428632118805
Mens E-Mail,0,0.0,0.006137055246094003,0.010570399663679625,0.004433344417585622
No E-Mail,0,0.0,0.005593855545946151,0.007540534284039015,0.0019466787380928645
Womens E-Mail,0,0.0,0.0062646997861137,0.010295365903248154,0.0040306661171344545
No E-Mail,0,0.0,0.006682306465411793,0.011541402777522127,0.004859096312110334
Womens E-Mail,0,0.0,0.00593649720511165,0.0102654454000856,0.00432894819497395
Womens E-Mail,0,0.0,0.004557192173689658,0.01845464457478812,0.013897452401098461
Womens E-Mail,0,0.0,0.0038313474512043193,0.01525103124243325,0.011419683791228931
Mens E-Mail,0,0.0,0.00784090855816023,0.012404628915609223,0.004563720357448992
No E-Mail,0,0.0,0.005768982884880917,0.010041607110759963,0.0042726242258790455
No E-Mail,0,0.0,0.006482030246302591,0.010442272943290101,0.00396024269698751
No E-Mail,0,0.0,0.005813069068005742,0.009815738606795604,0.004002669538789862
Womens E-Mail,0,0.0,0.015448445391050461,0.02024266675851561,0.004794221367465151
Womens E-Mail,0,0.0,0.0068497526461542444,0.013402284120784622,0.006552531474630378
Mens E-Mail,0,0.0,0.005910201350067397,0.013377394150731583,0.007467192800664185
Mens E-Mail,0,0.0,0.006287824945648741,0.009586846744467383,0.0032990217988186424
No E-Mail,0,0.0,0.004657558868708177,0.005837100799665085,0.0011795419309569078
Mens E-Mail,0,0.0,0.00998404545016373,0.016516319477633264,0.006532274027469534
No E-Mail,0,0.0,0.006085405921533717,0.010029770485653356,0.00394436456411964
Womens E-Mail,0,0.0,0.005922035614831389,0.00889142942851933,0.0029693938136879415
Mens E-Mail,0,0.0,0.003756616370867388,0.016830788740486304,0.013074172369618916
Mens E-Mail,0,0.0,0.013705699965685181,0.02207418147538756,0.00836848150970238
No E-Mail,0,0.0,0.0058357647459400365,0.00960930633390248,0.0037735415879624435
Womens E-Mail,0,0.0,0.006279386210551161,0.009930522235751653,0.0036511360252004924
No E-Mail,0,0.0,0.005309989375227675,0.013497669720424555,0.00818768034519688
Womens E-Mail,0,0.0,0.005480189706408381,0.007363316790954183,0.0018831270845458023
Mens E-Mail,0,0.0,0.006354637485295247,0.011148001650426878,0.004793364165131631
No E-Mail,0,0.0,0.005419930111846934,0.007017752391614007,0.0015978222797670726
No E-Mail,0,0.0,0.0059105857068817635,0.01342339950187987,0.0075128137949981065
No E-Mail,0,0.0,0.005173819402701318,0.013686554950877217,0.0085127355481759
No E-Mail,0,0.0,0.005460193856715931,0.007167775353755564,0.001707581497039633
Womens E-Mail,0,0.0,0.006369051738844688,0.01081001094751801,0.004440959208673322
Mens E-Mail,0,0.0,0.0061288162888946595,0.011699703636020638,0.005570887347125978
Mens E-Mail,0,0.0,0.003690083172960719,0.015471174652600797,0.011781091479640078
Womens E-Mail,0,0.0,0.005383346337448474,0.00862228097400169,0.0032389346365532157
Mens E-Mail,0,0.0,0.005284899557658664,0.006654825651484558,0.0013699260938258935
Womens E-Mail,0,0.0,0.005792026739326958,0.014941084642244678,0.00914905790291772
No E-Mail,0,0.0,0.006975373389788227,0.011854051149069171,0.004878677759280944
No E-Mail,0,0.0,0.007229257795553329,0.011577135776720829,0.0043478779811675
Womens E-Mail,0,0.0,0.021044553055884815,0.034674701240562406,0.01363014818467759
No E-Mail,0,0.0,0.0064184493113922155,0.008695750041767692,0.002277300730375477
Mens E-Mail,0,0.0,0.0055221423097229164,0.010325998974188294,0.004803856664465377
No E-Mail,0,0.0,0.009915931515000314,0.016637685637240787,0.006721754122240473
Mens E-Mail,0,0.0,0.005545495271359061,0.007986940724636597,0.002441445453277536
Womens E-Mail,0,0.0,0.006064913679937077,0.009380830949675394,0.003315917269738317
No E-Mail,0,0.0,0.005871597572457537,0.009222043947248406,0.003350446374790869
No E-Mail,0,0.0,0.006026942727242251,0.011895984196662997,0.0058690414694207455
Mens E-Mail,0,0.0,0.005295458506427146,0.00694607796066462,0.0016506194542374741
No E-Mail,0,0.0,0.0055874737334737435,0.009583606942106231,0.003996133208632488
Womens E-Mail,0,0.0,0.005229850092590016,0.006877644859389044,0.0016477947667990279
No E-Mail,0,0.0,0.002223450424227065,0.021709466572402344,0.01948601614817528
Womens E-Mail,0,0.0,0.006222906945522927,0.011375523513683605,0.005152616568160678
Mens E-Mail,0,0.0,0.004680503628231353,0.015054881236174832,0.01037437760794348
